Irrigation,SoilMoisture
6.75547535082854e-06,0.415582177422123
6.75547535082854e-06,0.418537377376863
6.75547535082854e-06,0.420379649437067
6.75547535082854e-06,0.422251398358952
6.75547535082854e-06,0.424674452927605
6.75547535082854e-06,0.427896199775088
6.75547535082854e-06,0.427896199775088
6.75547535082854e-06,0.427890672381769
4.37196071072872e-06,0.41968000580287
4.37196071072872e-06,0.419974393531592
4.37196071072872e-06,0.420266283726553
4.37196071072872e-06,0.420556512837956
4.37196071072872e-06,0.420845394051227
4.37196071072872e-06,0.421133262244301
4.37196071072872e-06,0.421420461944364
4.37196071072872e-06,0.421707342052661
4.37196071072872e-06,0.421994254222132
4.37196071072872e-06,0.422281553319814
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
6.97459870587709e-06,0.42735357586013
2.64216717637446e-06,0.421299131038513
2.64216717637446e-06,0.421387177051623
2.64216717637446e-06,0.421475507909186
2.64216717637446e-06,0.421563991663109
2.64216717637446e-06,0.421652591939507
2.64216717637446e-06,0.421741277405033
2.64216717637446e-06,0.421830020895555
2.64216717637446e-06,0.421918798841833
2.64216717637446e-06,0.422007590790998
1.96610633863079e-07,0.418197674098981
1.96610633863079e-07,0.41821962928757
1.96610633863079e-07,0.418241974115599
1.96610633863079e-07,0.418264677987126
1.96610633863079e-07,0.418287713059072
1.96610633863079e-07,0.418311053749571
1.96610633863079e-07,0.41833467650474
1.96610633863079e-07,0.418358559596
1.96610633863079e-07,0.418382682942779
1.96610633863079e-07,0.418407027956954
1.96610633863079e-07,0.418431577405578
1.96610633863079e-07,0.418456315289519
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
5.3696024035028e-06,0.43186621844798
2.86598045600435e-06,0.425270347743448
2.86598045600435e-06,0.425367595429089
2.86598045600435e-06,0.425465134791278
2.86598045600435e-06,0.425562812654168
2.86598045600435e-06,0.425660627808814
2.86598045600435e-06,0.425758580183512
2.86598045600435e-06,0.425856670285402
2.86598045600435e-06,0.425954899157972
